Course Code,Course Name,Default Category,Proposed Specific Category,File Count,Total Size (MB),Degree Programs,Academic Years,Sample Document Titles
H0P65A,Adhesion Science and Engineering,Samenvattingen,Slides / Lesmateriaal,1,0.92,Ma - Materials Engineering,2024 - 2025,Adhesion Mechanisms
H0P65A,Adhesion Science and Engineering,Samenvattingen,Overig / Other,1,0.59,Ma - Materials Engineering,2025 - 2026,Blackboard Overview
H0P65A,Adhesion Science and Engineering,Samenvattingen,Samenvattingen,6,11.28,Ma - Materials Engineering,"2023 - 2024, 2025 - 2026",Formularium; 2 Adhesion Mechanisms Overview; 6 Total Summary
H0P66A,Scripting Languages,Samenvattingen,Overig / Other,1,8.51,ManaMa - Artificial Intelligence,2023 - 2024,The Practice Of Computing Using Python
H0P75A,"Constructiecomponenten: gewapend beton, deel 2 en spanbeton",Examens,Examens,1,1.28,Ma - Civil Engineering,2017 - 2018,Examenvragen Spanbeton
H0P75A,"Constructiecomponenten: gewapend beton, deel 2 en spanbeton",Oefenzittingen,Oefenzittingen,13,19.66,Ma - Civil Engineering,"2017 - 2018, 2019 - 2020, 2023 - 2024",Prestressed Concrete Oefenzitting 1; Prestressed Concrete Oefenzitting 2; Prestressed Concrete Oefenzitting 3
H0P75A,"Constructiecomponenten: gewapend beton, deel 2 en spanbeton",Oefenzittingen,Verslagen & Projecten,7,19.44,Ma - Civil Engineering,2017 - 2018,Spanbeton Ccl; Verslag Spanbeton Ccl (met Correcties); Bbrv
H0P75A,"Constructiecomponenten: gewapend beton, deel 2 en spanbeton",Samenvattingen,Overig / Other,2,2.44,Ma - Civil Engineering,2017 - 2018,"Compendium Van Het Voorgespannen Beton Van J Van Zutphen (amsterdam 1970, 2e Herziene, Druk Enci Cemij Robur N V ); Design Of Prestressed Concrete Structures Van T Y Lin En Ned H Burns (derde Editie, John Wiley & Sons)"
H0P75A,"Constructiecomponenten: gewapend beton, deel 2 en spanbeton",Samenvattingen,Samenvattingen,20,44.11,Ma - Civil Engineering,"2022 - 2023, 2025 - 2026",Concrete 2 Pv; Prestressed Concrete Pv; Beton Deel 2 Hoofdstuk 1 (6) Samenvatting
H0P79A,Funderingstechniek,Examens,Examens,6,17.35,Ma - Civil Engineering,"2017 - 2018, 2021 - 2022","Examenvragen Funderingstechniek; Examenvragen Funderingstechnieken Oscar Neyrinck; Examenvraag Deel 2, Vraag 2 (updated)"
H0P79A,Funderingstechniek,Oefenzittingen,Oefenzittingen,51,71.6,Ma - Civil Engineering,"2017 - 2018, 2023 - 2024, 2025 - 2026",Solutions Example Questions; Funderingstechniek Oefeningen Deel 2; Oefeniingen Palen
H0P79A,Funderingstechniek,Samenvattingen,Samenvattingen,22,28.19,Ma - Civil Engineering,"2021 - 2022, 2023 - 2024",Funderingstechnieken Samenvatting Oscar Neyrinck; Summary Part 1 Chapter 1; Summary Part 1 Chapter 2
H0P79A,Funderingstechniek,Samenvattingen,Overig / Other,4,11.9,Ma - Civil Engineering,"2017 - 2018, 2018 - 2019, 2021 - 2022",Grondsoorten En Eigenschappen; Richtlijn Bemalingen; Richtlijnen Eurocode 7 Deel1
H0P81A,Grondstofefficiëntie en levenscyclusanalyse,Samenvattingen,Samenvattingen,8,5.08,Ma - Civil Engineering,2023 - 2024,Summary Chapter 1 (re); Summary Chapter 2 (re); Summary Chapter 3 (re)
H0P82A,Project- en werfbeheer,Examens,Examens,1,0.87,Ma - Civil Engineering,2023 - 2024,Exam Questions
H0P82A,Project- en werfbeheer,Oefenzittingen,Verslagen & Projecten,11,4.11,Ma - Civil Engineering,2023 - 2024,Summary Chapter 1; Summary Chapter 10; Summary Chapter 12
H0P86A,Bouwakoestiek,Examens,Examens,1,0.52,Ma - Architectuur,2020 - 2021,Bouwakoestiek Examen2015
H0P86A,Bouwakoestiek,Oefenzittingen,Oefenzittingen,120,268.71,"Ba - Architectuur, Ma - Architectuur, Ma - Civil Engineering","2016 - 2017, 2020 - 2021, 2021 - 2022, 2023 - 2024",Bouwakoestiek Oefeningen Xandecoutere; Oefeningen; Oplossingen Bouwakoestiek Amélie Niesten
H0P86A,Bouwakoestiek,Samenvattingen,Samenvattingen,48,179.79,"Ba - Architectuur, Ma - Architectuur, Ma - Civil Engineering","2020 - 2021, 2022 - 2023, 2025 - 2026",Afleidingenba Xandecoutere; Bouwakoestiek Overzichttheorie Xandecoutere; Bouwakoestiek Les 13 Okt
H0P86A,Bouwakoestiek,Samenvattingen,Slides / Lesmateriaal,11,121.68,Ba - Architectuur,2020 - 2021,Ba 01 Intro 2020 A4; Ba 02 Physics 2020 A4; Ba 03 Perception 2020 A4
H0P89A,"Constructiecomponenten: staal, deel 2",Examens,Examens,1,0.19,Ma - Civil Engineering,2024 - 2025,Algemene Vragen En Feedback Staal+ Examen 2025
H0P89A,"Constructiecomponenten: staal, deel 2",Samenvattingen,Samenvattingen,10,9.38,Ma - Civil Engineering,2023 - 2024,Summary Chapter 1; Summary Chapter 10; Summary Chapter 2
H0P90A,Duurzaamheid van betonstructuren,Samenvattingen,Slides / Lesmateriaal,3,8.59,Ba - Bouwkunde,2017 - 2018,Infoen206 Presentatie1 Les4; Infoen206 Presentatie2 Les 4; Infoen206 Presentatie3 Les4
H0P90A,Duurzaamheid van betonstructuren,Samenvattingen,Samenvattingen,7,6.14,Ma - Civil Engineering,2023 - 2024,Summary Chapter 1; Summary Chapter 2; Summary Chapter 3
H0P92A,Niet-lineaire structuuranalyse,Samenvattingen,Samenvattingen,7,3.9,Ma - Civil Engineering,2023 - 2024,Summary Chapter 1; Summary Chapter 2; Summary Chapter 3
H0P97A,Hydrodynamica,Samenvattingen,Overig / Other,1,66.77,Ma - Civil Engineering,2018 - 2019,8 Coastal Hydrodynamics & Hydrosedimentology Vs 2019 2020
H0P98A,Stedelijke hydrologie en rivierkunde,Samenvattingen,Samenvattingen,1,4.93,Ma - Civil Engineering,2021 - 2022,Urban And River Hydrology And Hydraulics Summary [bavo Schoofs]
H0P99A,Sediment Mechanics & Morphodynamics,Samenvattingen,Slides / Lesmateriaal,1,1.69,Ma - Civil Engineering,2021 - 2022,Table Of Contents Slides Sediment Mechanics 2122
H0Q31A,Security Through the Software Lifecycle,Examens,Examens,1,0.16,Ma - Computer Science,2025 - 2026,Exampleexam20252026
H0R01A,Statistiek en data science,Examens,Examens,57,17.07,Ba - Algemene gemeenschappelijke basis,2025 - 2026,Examen 2010 01 21 Oplossing; Examen 2010 01 21; Examen 2010 08 30 Oplossing
H0R01A,Statistiek en data science,Oefenzittingen,Oefenzittingen,29,129.51,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2012 - 2013, 2015 - 2016, 2017 - 2018, 2025 - 2026",Kansmodellen; Kansstat Alleoz Karolienpoppeliers; Oefeningen Statistiek (lukasvandenbroeck)
H0R01A,Statistiek en data science,Samenvattingen,Overig / Other,3,0.08,Ba - Algemene gemeenschappelijke basis,2025 - 2026,Read Me; Errata; Kansmodellen
H0R01A,Statistiek en data science,Samenvattingen,Samenvattingen,26,92.73,Ba - Algemene gemeenschappelijke basis,"2017 - 2018, 2020 - 2021, 2025 - 2026","Data Science Enya Lindekens (2025 2026); Data Science Samenvatting (raphael Six, 2025 2026); Datacamp Samenvatting Runehermans2526"
H0R01A,Statistiek en data science,TTT's,TTT's,1,0.18,Ba - Algemene gemeenschappelijke basis,2025 - 2026,Session 6 (1)
H0R05A,Discrete wiskunde en algoritmen,Samenvattingen,Overig / Other,1,3.23,Ba - Algemene gemeenschappelijke basis,2025 - 2026,"Uitgeschreven Bewijzen Stellingen Algoritmes Eg (2025 2026, Remus Lupin)"
H0R05A,Discrete wiskunde en algoritmen,Samenvattingen,Samenvattingen,6,65.1,Ba - Algemene gemeenschappelijke basis,2025 - 2026,"Diwi Samenvatting (jaanc, 2025 2026); Discrete Wiskunde Deel 1 P1 10; Discrete Wiskunde Deel 2 P11 18"
H0R12A,Transport Phenomena,Examens,Examens,49,54.22,"Ba - Algemene gemeenschappelijke basis, Ba - Biomedische technologie, Ba - Chemische technologie, Ba - Materiaalkunde, Ma - Chemical Engineering","2005 - 2006, 2008 - 2009, 2010 - 2011, 2011 - 2012, 2013 - 2014",Examenvragen Theorie; Examenvragen Transportverschijnselen (2009); Examenvragen Transportverschijnselen (2020)
H0R12A,Transport Phenomena,Oefenzittingen,Oefenzittingen,99,668.52,"Ba - Biomedische technologie, Ba - Chemische technologie, Ba - Materiaalkunde, Ma - Chemical Engineering","2011 - 2012, 2012 - 2013, 2013 - 2014, 2014 - 2015, 2021 - 2022",Navier Stokes Vergelijkingen (cylindrisch En Sferisch); Oefenzitting 3 Bijlagen; Oefenzitting 4 Bijlagen
H0R12A,Transport Phenomena,Samenvattingen,Samenvattingen,27,326.65,"Ba - Algemene gemeenschappelijke basis, Ba - Biomedische technologie, Ba - Chemische technologie, Ba - Materiaalkunde, Ma - Chemical Engineering","2011 - 2012, 2012 - 2013, 2018 - 2019, 2020 - 2021, 2021 - 2022",Handboek Transport Phenomena; Samenvatting Transportverschijnselen (kato Kenis); Handboek Transport Phenomena
H0R12A,Transport Phenomena,Samenvattingen,Overig / Other,4,14.3,"Ba - Algemene gemeenschappelijke basis, Ba - Chemische technologie, Ma - Chemical Engineering","2019 - 2020, 2021 - 2022, 2025 - 2026","Overzicht Transportverschijnselen (laurens Jansen); Classificatie Van Stromen (raphael Six, 2025 2026); Read Me"
H0R12A,Transport Phenomena,Samenvattingen,Slides / Lesmateriaal,12,1.64,Ba - Materiaalkunde,2012 - 2013,01 Basisbegrippen; 02 Basisbegrippenvanimpulsoverdracht; 03 Toepassingenvanlaminaireisothermeproblemen
H0R18A,Industrial Management and Entrepreneurship,Oefenzittingen,Oefenzittingen,1,14.22,Ba - Algemene gemeenschappelijke basis,2025 - 2026,Bedrijfskunde Oz & Oefeningenhb 24 25 (hanna Leysen) 1
H0R18A,Industrial Management and Entrepreneurship,Samenvattingen,Overig / Other,2,0.79,Ba - Algemene gemeenschappelijke basis,"2024 - 2025, 2025 - 2026",Bedrijfskunde Voor Burgies (2024 2025) Mateo Loral; Read Me
H0R18A,Industrial Management and Entrepreneurship,Samenvattingen,Samenvattingen,5,35.14,Ba - Algemene gemeenschappelijke basis,"2024 - 2025, 2025 - 2026",Bedrijfskunde Samenvatting '24 '25 (1ste Bach); Bedrijfskunde Samenvatting 24 25 (hanna Leysen); Plc (schema)
H0R25A,Celbiologie,Examens,Examens,4,0.65,Ba - Biomedische technologie,"2019 - 2020, 2023 - 2024",Examen Celbio 2020 Opgaven; Examen Celbio 2020 Oplossingen (jules Vangeel); Examen Celbio 2020 Correctie Tb
H0R25A,Celbiologie,Samenvattingen,Samenvattingen,3,37.88,Ba - Biomedische technologie,"2020 - 2021, 2025 - 2026","Celbio Samenvatting (2025 2026, Jaanc); Samenvatting Essential Cell Biology (dennis Jouhannet); Studentencursus Celbiologie (willem De Brandt)"
H0R25A,Celbiologie,Samenvattingen,Overig / Other,1,62.77,Ba - Biomedische technologie,2022 - 2023,Essential Cell Biology (third Edition)
H0R30A,Theorie en management van verkeersstromen,Samenvattingen,Overig / Other,4,0.22,Ma - Architectuur,2020 - 2021,Les Karen Landuyt; Les T Op Limburg; Les 1 Intro En
H0R30A,Theorie en management van verkeersstromen,Samenvattingen,Samenvattingen,1,0.35,Ma - Architectuur,2020 - 2021,Management Notities
H0R32A,Analytische scheikunde,Examens,Examens,2,2.42,Ba - Chemische technologie,2020 - 2021,Examens Milieu En Analytische (wouter Janssens); Examenvragen Milieu & Analytische Opgaven
H0R32A,Analytische scheikunde,Oefenzittingen,Oefenzittingen,2,0.97,Ba - Chemische technologie,"2019 - 2020, 2020 - 2021",Oefenzittingen Analytische Scheikunde (wouter Janssens); Les5 Titrations(introduction) Uitwerking Oefeningen
H0R32A,Analytische scheikunde,Samenvattingen,Slides / Lesmateriaal,1,1.33,Ba - Chemische technologie,2011 - 2012,2010wat Is Analytische Scheikunde[1]cb
H0R32A,Analytische scheikunde,Samenvattingen,Overig / Other,1,8.41,Ba - Chemische technologie,2013 - 2014,Analytische Scheikunde
H0R32A,Analytische scheikunde,Samenvattingen,Samenvattingen,5,27.56,Ba - Chemische technologie,2019 - 2020,Les5 Titrations(introduction) Notities Bord; Les6 Precipitationtitrations Bord Notities; Les7 Neutralisationtitrations 20192020 Bord Notities
H0R57A,Systems Theory and Control Theory,Examens,Examens,36,25.38,"Ba - Algemene gemeenschappelijke basis, Ba - Elektrotechniek","2011 - 2012, 2012 - 2013, 2014 - 2015, 2016 - 2017, 2017 - 2018",Reconstructie Examen 4 Juni 2026; Augustus 2022 Oplossing; Augustus 2022
H0R57A,Systems Theory and Control Theory,Oefenzittingen,Oefenzittingen,17,38.48,Ba - Elektrotechniek,"2014 - 2015, 2022 - 2023, 2023 - 2024",Oefenzitting 1 Mh; Oz1 Opgave; Oz1 Oplossing
H0R57A,Systems Theory and Control Theory,Samenvattingen,Overig / Other,22,118.4,"Ba - Algemene gemeenschappelijke basis, Ma - Biomedical Engineering","2017 - 2018, 2025 - 2026",Introduction To System Dynamics; Ref C2 Franklin; Ref C2 Franklin Pdf
H0R57A,Systems Theory and Control Theory,Samenvattingen,Slides / Lesmateriaal,5,18.24,Ma - Biomedical Engineering,2017 - 2018,Slides St2015; St1 Slides; St2 Slides
H0R57A,Systems Theory and Control Theory,Samenvattingen,Samenvattingen,14,97.7,"Ba - Algemene gemeenschappelijke basis, Ba - Elektrotechniek","2014 - 2015, 2016 - 2017, 2017 - 2018, 2018 - 2019, 2021 - 2022","Samenvatting Systeemtheorie (eg, 2025 2026); Samenvatting Systeemtheorie (jaanc, 2025 2026); Samenvatting Systeemtheorie (raphael Six, 2025 2026)"
H0R71A,Design Methodologies,Oefenzittingen,Verslagen & Projecten,3,5.52,Schakel - Werktuigkunde,2018 - 2019,3 Triz Verslag Final; 3 Triz Verslag; Project Ontwerpmethodologieën (1) (1)
H0R71A,Design Methodologies,Samenvattingen,Overig / Other,18,103.59,Schakel - Werktuigkunde,2018 - 2019,Deel1; Deel2; Deel3
H0R71A,Design Methodologies,Samenvattingen,Samenvattingen,1,0.34,Schakel - Werktuigkunde,2018 - 2019,Samenvatting
H0R71A,Design Methodologies,Samenvattingen,Slides / Lesmateriaal,40,134.28,"Ma - Mechanical Engineering, Schakel - Werktuigkunde","2018 - 2019, 2021 - 2022",Brabantia Vuilbak Matthys Ganne Vandyck Claes; Corporate Kuleuven (2); Corporate Kuleuven (zonder Piramide)
H0R74A,Aircraft Materials,Oefenzittingen,Oefenzittingen,35,41.83,Ma - Mechanical Engineering,"2012 - 2013, 2017 - 2018",Skateboard Practicum Manual 2013; Img404; Img405
H0R74A,Aircraft Materials,Samenvattingen,Samenvattingen,4,50.7,Ma - Mechanical Engineering,"2017 - 2018, 2023 - 2024",Esacomp 4 1 Release Notes; Esacomp Quick Start Guide; Samenvatting Polymeer Uit Het Vak Polymeercomposieten
H0R74A,Aircraft Materials,Samenvattingen,Overig / Other,3,70.37,Ma - Mechanical Engineering,"2012 - 2013, 2017 - 2018",Esacomp Installation Guidelines 2013; Esacomp4 1 086 Setup; Numerieke Modellering In De Mechanica (curcus Nederlands)
H0R78A,Helicopters,Examens,Examens,2,0.01,Ma - Mechanical Engineering,2025 - 2026,"2026 Examen Uitgeschreven Chinook; Read Me 2026 Examenvragen (kwinten Lowie, 2025 2026)"
H0R78A,Helicopters,Samenvattingen,Overig / Other,1,0.01,Ma - Mechanical Engineering,2025 - 2026,2026 Uitgeschreven Single Main Rotor
H0R80A,Complex Analysis and Applications,Examens,Examens,4,25.99,Ma - Mathematical Engineering,"2022 - 2023, 2023 - 2024, 2024 - 2025",Exam 09 01 2025 Complex Analysis And Applications; Examen Aug2022 Liene Drijkoningen; Examen Jan2022 Liene Drijkoningen
H0R80A,Complex Analysis and Applications,Oefenzittingen,Oefenzittingen,3,8.03,Ma - Mathematical Engineering,"2019 - 2020, 2021 - 2022, 2023 - 2024",Complexe Functieleer En Toepassingen Oefenzittingen Oplossing; Exercises (veronique Lenaerts 2021 2022); Oefenzitting 5
H0R80A,Complex Analysis and Applications,Samenvattingen,Overig / Other,2,54.97,Ma - Mathematical Engineering,"2018 - 2019, 2021 - 2022",Lessenreeks Complexe Functieleer (veronique Lenaerts 2021 2022); Notitites Complexe Analyse
H0R80A,Complex Analysis and Applications,Samenvattingen,Samenvattingen,1,2.18,Ma - Mathematical Engineering,2024 - 2025,Notes Complexe Functieleer Jasper Visterin
H0S49A,Materials Modelling and Simulation Techniques,Examens,Examens,1,5.3,Ma - Materials Engineering,2025 - 2026,Nanoscale Exam Questions
H0S49A,Materials Modelling and Simulation Techniques,Oefenzittingen,Verslagen & Projecten,9,8.68,Ma - Materials Engineering,"2022 - 2023, 2025 - 2026",2023 Adzima Macroscale; Chat Gpt Main Idea Paper; Course Paper Mapping
H0S49A,Materials Modelling and Simulation Techniques,Samenvattingen,Samenvattingen,4,9.48,Ma - Materials Engineering,"2022 - 2023, 2025 - 2026","Samenvatting Macroscale (2025 2026, Marthe Sevenants); Samenvatting Mesoscale (2025 2026, Marthe Sevenants); Samenvatting Nanoscale (2025 2026, Marthe Sevenants)"
H0S49A,Materials Modelling and Simulation Techniques,Samenvattingen,Overig / Other,6,4.47,Ma - Materials Engineering,"2022 - 2023, 2025 - 2026",Nano Questions Seveno; Session 1 + 2; Session3
H0S51A,Surface Science and Engineering,Examens,Examens,5,46.03,Ma - Materials Engineering,"2020 - 2021, 2022 - 2023",Exam Questions Surface Treatments Marion Cardous; Exam Questions 2021 And 2022; Exam Questions Surface Protection Marion Cardous
H0S51A,Surface Science and Engineering,Oefenzittingen,Oefenzittingen,1,0.13,Ma - Materials Engineering,2025 - 2026,True False Vragen Answered
H0S51A,Surface Science and Engineering,Samenvattingen,Overig / Other,1,0.22,Ma - Materials Engineering,2024 - 2025,Mindmap Surface Technology
H0S51A,Surface Science and Engineering,Samenvattingen,Samenvattingen,5,1.99,Ma - Materials Engineering,2025 - 2026,Curtain Coating Session 6; Droplets Get Absorbed By Each Other; Schematics Week 1
H0S53B,Quality Control and Advanced Non-Destructive Testing,Samenvattingen,Samenvattingen,3,5.13,Ma - Materials Engineering,2024 - 2025,Summary Ev; Summary Gk; Summary Kc
H0S53B,Quality Control and Advanced Non-Destructive Testing,Samenvattingen,Overig / Other,1,2.92,Ma - Materials Engineering,2024 - 2025,Table Of Contents
H0S55A,Metals: Shaping and Joining,Oefenzittingen,Oefenzittingen,1,6.78,Ma - Materials Engineering,2022 - 2023,Solution Manual
H0S57A,Composites Manufacturing,Samenvattingen,Overig / Other,1,0.69,Ma - Materials Engineering,2022 - 2023,Process Selection Criteria Filled
H0S57A,Composites Manufacturing,Samenvattingen,Samenvattingen,1,1.18,Ma - Materials Engineering,2023 - 2024,Structure Composites Manufacturing Sara Marie Delcourte
H0T49A,Mechatronic Drive Systems,Examens,Examens,2,1.08,Ma - Mechanical Engineering,"2018 - 2019, 2025 - 2026","Drive Systems Exam (2018 2019); Drive Systems Exam Reconstruction (2025 2026, Daniel Van Gerven)"
H0T52A,"Aircraft MRO, Maintenance, Repair & Overhaul",Samenvattingen,Slides / Lesmateriaal,1,0.04,Ma - Mechanical Engineering,2017 - 2018,Gtf Leap Comparison
H0T52A,"Aircraft MRO, Maintenance, Repair & Overhaul",Samenvattingen,Overig / Other,10,27.2,Ma - Mechanical Engineering,2017 - 2018,Hfdst 1 Regulations; Hfdst 2 Maintenance Programme Intext; Hfdst 2 Maintenance Programme Markups
H0T54A,Automotive Structures and Vehicle Dynamics,Examens,Examens,6,10.22,Ma - Mechanical Engineering,"2018 - 2019, 2023 - 2024, 2025 - 2026",20190201 Examplesolution; Exam20170203; Exam20180201
H0T54A,Automotive Structures and Vehicle Dynamics,Samenvattingen,Samenvattingen,3,50.78,Ma - Mechanical Engineering,"2017 - 2018, 2023 - 2024, 2025 - 2026",Tekst Bij Passieve Veiligheid (duits); Samenvatting Vehicledynamics (lukasvandenbroeck); Vehicle Dynamics Notes (nandoquishpe)
H0T54A,Automotive Structures and Vehicle Dynamics,Samenvattingen,Overig / Other,2,11.73,Ma - Mechanical Engineering,2017 - 2018,The Multibody Systems Approach To Vehicle Dynamics(bbs); Overzicht Tranmissiecomponenten
H0T54A,Automotive Structures and Vehicle Dynamics,Samenvattingen,Slides / Lesmateriaal,15,54.84,Ma - Mechanical Engineering,2018 - 2019,Lecture 1 Intro + Vehicle Overview; Lecture 10 Transient; Lecture 11 Control And Sensors
H0T56A,"Noise Abatement in Machines, Vehicles and Aircraft",Examens,Examens,4,3.93,Ma - Mechanical Engineering,"2017 - 2018, 2025 - 2026",Exam Questions Student Solution (from Wiki); Lawaaibeheersing Examenvragen; Noise Abatement Exam Question Guide
H0T59A,Host Response to Implanted Materials,Examens,Examens,2,0.18,"Ma - Biomedical Engineering, Ma - Materials Engineering","2021 - 2022, 2025 - 2026",Exam Q's Host Response Annelies Verreth; Exam Q's Host Response Annelies Verreth
H0T59A,Host Response to Implanted Materials,Samenvattingen,Samenvattingen,4,8.15,"Ma - Biomedical Engineering, Ma - Materials Engineering","2019 - 2020, 2021 - 2022, 2024 - 2025, 2025 - 2026",Host Response Summary Annelies Verreth; Host Response To Implanted Materials Anki Flashcards (2025 2026); Samenvatting Host Response Sarah Muys
H0T59A,Host Response to Implanted Materials,Samenvattingen,Overig / Other,3,2.77,"Ma - Biomedical Engineering, Ma - Materials Engineering","2023 - 2024, 2025 - 2026",Hrim Visual Overview Kathy Rebeck; Alternative Complement Activation Pathway; List Of Questions Hr
